 4 - 38;  2 - 40;  1 - 42;  13 - 38;  1 - 41;  2 - 45;  10 - 32;  0 - 46;  2 - 40;  4 - 45;  2 - 48;  5 - 38;  13 - 29;  23 - 19;  1 - 43;  3 - 46;  1 - 48;  2 - 49;  12 - 30;  26 - 16;  2 - 40;  12 - 38;  1 - 41;  3 - 48;  0 - 42;  1 - 41;  14 - 31;  1 - 41;  22 - 25;  11 - 31; 
 28 - 18;  26 - 17;  15 - 28;  10 - 41;  12 - 30;  21 - 27;  1 - 49;  9 - 34;  25 - 21;  21 - 24;  39 - 5;  11 - 31;  2 - 45;  1 - 41;  29 - 22;  24 - 18;  16 - 27;  2 - 48;  2 - 45;  14 - 28;  1 - 47;  30 - 13;  25 - 17;  1 - 44;  13 - 30;  21 - 27;  2 - 40;  32 - 15;  6 - 39;  10 - 37; 
 15 - 27;  26 - 24;  1 - 42;  9 - 33;  37 - 13;  4 - 45;  22 - 28;  10 - 37;  40 - 3;  27 - 17;  13 - 29;  29 - 18;  24 - 18;  16 - 26;  27 - 16;  27 - 15;  22 - 26;  36 - 6;  14 - 28;  11 - 38;  20 - 22;  13 - 34;  18 - 24;  2 - 45;  28 - 14;  27 - 16;  11 - 31;  21 - 30;  31 - 11;  22 - 23; 
 32 - 19;  17 - 25;  26 - 16;  24 - 20;  31 - 18;  0 - 43;  12 - 31;  5 - 37;  23 - 23;  39 - 5;  17 - 29;  33 - 14;  3 - 44;  12 - 36;  4 - 38;  23 - 21;  20 - 24;  16 - 35;  5 - 44;  39 - 3;  23 - 26;  18 - 29;  10 - 41;  43 - 3;  2 - 40;  13 - 34;  30 - 19;  4 - 42;  8 - 34;  6 - 36; 
 16 - 26;  32 - 13;  13 - 36;  25 - 21;  7 - 36;  26 - 16;  11 - 38;  15 - 27;  3 - 39;  33 - 9;  36 - 15;  12 - 33;  23 - 24;  16 - 32;  24 - 22;  24 - 18;  15 - 27;  22 - 20;  7 - 35;  16 - 26;  17 - 25;  15 - 30;  2 - 42;  2 - 40;  16 - 26;  23 - 26;  16 - 26;  25 - 18;  3 - 39;  6 - 36; 
 33 - 14;  23 - 27;  24 - 18;  3 - 39;  22 - 25;  29 - 21;  45 - 0;  18 - 24;  16 - 26;  36 - 15;  12 - 30;  13 - 29;  14 - 36;  30 - 18;  14 - 31;  31 - 15;  24 - 18;  16 - 26;  17 - 32;  25 - 26;  45 - 5;  15 - 28;  10 - 32;  26 - 16;  2 - 40;  33 - 18;  13 - 38;  18 - 28;  22 - 29;  10 - 36; 
 15 - 30;  15 - 30;  15 - 27;  23 - 26;  17 - 25;  5 - 45;  12 - 31;  5 - 37;  27 - 15;  15 - 27;  39 - 11;  35 - 7;  35 - 15;  30 - 16;  31 - 17;  28 - 17;  26 - 25;  28 - 14;  16 - 28;  7 - 41;  20 - 26;  14 - 28;  18 - 24;  20 - 28;  4 - 41;  2 - 40;  22 - 28;  12 - 30;  12 - 34;  39 - 8; 
 4 - 47;  31 - 19;  17 - 25;  26 - 25;  3 - 39;  4 - 47;  1 - 43;  18 - 24;  24 - 24;  29 - 13;  17 - 30;  28 - 21;  18 - 24;  3 - 39;  27 - 15;  6 - 36;  13 - 32;  16 - 27;  26 - 16;  16 - 27;  6 - 44;  5 - 38;  36 - 6;  12 - 34;  19 - 23;  27 - 20;  11 - 34;  24 - 24;  14 - 34;  30 - 16; 
 28 - 16;  16 - 26;  26 - 16;  43 - 6;  32 - 19;  16 - 26;  10 - 32;  4 - 38;  8 - 42;  25 - 17;  28 - 14;  24 - 24;  3 - 48;  24 - 22;  8 - 34;  27 - 24;  28 - 17;  33 - 16;  26 - 16;  23 - 21;  14 - 36;  27 - 24;  23 - 26;  28 - 19;  14 - 28;  5 - 39;  26 - 16;  35 - 8;  29 - 18;  18 - 32; 
 19 - 30;  24 - 27;  6 - 36;  35 - 7;  28 - 20;  1 - 41;  20 - 25;  32 - 14;  15 - 36;  25 - 17;  26 - 16;  28 - 14;  25 - 21;  14 - 28;  14 - 37;  23 - 25;  19 - 29;  27 - 16;  29 - 18;  14 - 31;  41 - 8;  18 - 27;  24 - 18;  25 - 17;  28 - 14;  25 - 19;  35 - 8;  15 - 32;  7 - 36;  27 - 17; 
 5 - 40;  16 - 35;  24 - 18;  26 - 16;  11 - 36;  21 - 22;  25 - 18;  35 - 7;  19 - 28;  31 - 11;  23 - 25;  19 - 28;  36 - 14;  19 - 27;  26 - 16;  14 - 28;  13 - 29;  36 - 6;  19 - 27;  48 - 3;  19 - 23;  35 - 7;  28 - 14;  29 - 15;  17 - 25;  28 - 16;  28 - 16;  7 - 35;  24 - 27;  10 - 36; 
 24 - 18;  36 - 12;  5 - 41;  28 - 15;  17 - 26;  23 - 20;  25 - 25;  16 - 27;  30 - 13;  6 - 36;  27 - 18;  27 - 17;  28 - 16;  26 - 16;  37 - 13;  17 - 25;  29 - 13;  18 - 24;  16 - 26;  27 - 18;  25 - 23;  29 - 19;  15 - 27;  14 - 28;  28 - 14;  23 - 28;  6 - 37;  13 - 32;  12 - 30;  25 - 17; 
 4 - 40;  29 - 18;  23 - 25;  17 - 25;  26 - 16;  13 - 38;  22 - 20;  30 - 18;  7 - 35;  24 - 18;  24 - 18;  3 - 39;  17 - 25;  25 - 17;  31 - 18;  25 - 23;  18 - 33;  23 - 21;  14 - 34;  38 - 10;  21 - 23;  43 - 7;  19 - 23;  14 - 37;  39 - 4;  13 - 29;  32 - 18;  19 - 27;  37 - 6;  17 - 25; 
 26 - 25;  5 - 37;  16 - 26;  42 - 6;  27 - 16;  8 - 34;  17 - 25;  23 - 26;  13 - 35;  17 - 27;  27 - 21;  15 - 27;  14 - 30;  36 - 7;  10 - 38;  14 - 28;  3 - 39;  20 - 22;  14 - 28;  39 - 10;  22 - 22;  28 - 23;  17 - 27;  15 - 30;  18 - 24;  24 - 24;  1 - 41;  6 - 42;  45 - 5;  18 - 26; 
 37 - 14;  6 - 36;  17 - 25;  41 - 5;  25 - 17;  27 - 15;  26 - 18;  27 - 15;  18 - 33;  23 - 19;  18 - 26;  35 - 15;  24 - 18;  8 - 40;  21 - 29;  29 - 13;  15 - 27;  27 - 15;  29 - 13;  41 - 5;  35 - 14;  23 - 19;  28 - 16;  17 - 28;  27 - 17;  9 - 37;  12 - 36;  14 - 29;  1 - 46;  13 - 29; 
