 3 - 39;  20 - 29;  23 - 27;  3 - 41;  11 - 37;  1 - 41;  12 - 30;  5 - 42;  12 - 37;  3 - 48;  1 - 50;  2 - 44;  0 - 42;  1 - 50;  1 - 45;  10 - 32;  10 - 34;  3 - 39;  31 - 19;  5 - 44;  6 - 36;  0 - 47;  10 - 40;  1 - 41;  3 - 39;  20 - 28;  12 - 30;  10 - 37;  2 - 40;  36 - 8; 
 4 - 38;  16 - 29;  16 - 26;  2 - 40;  11 - 38;  1 - 41;  3 - 39;  0 - 42;  1 - 47;  2 - 40;  3 - 48;  16 - 33;  13 - 38;  2 - 42;  12 - 32;  13 - 38;  11 - 36;  4 - 45;  13 - 37;  12 - 33;  5 - 43;  13 - 31;  4 - 38;  2 - 42;  16 - 28;  2 - 40;  3 - 40;  2 - 43;  23 - 19;  14 - 31; 
 17 - 25;  17 - 26;  13 - 34;  4 - 39;  29 - 13;  11 - 38;  1 - 42;  36 - 15;  19 - 23;  13 - 29;  0 - 51;  0 - 47;  24 - 18;  25 - 18;  15 - 34;  5 - 37;  12 - 36;  14 - 28;  2 - 40;  1 - 42;  21 - 29;  11 - 39;  2 - 44;  21 - 28;  11 - 32;  13 - 29;  22 - 20;  29 - 13;  34 - 15;  11 - 31; 
 20 - 28;  23 - 27;  19 - 25;  20 - 27;  18 - 26;  28 - 18;  25 - 24;  6 - 38;  14 - 28;  7 - 35;  16 - 26;  36 - 6;  24 - 26;  2 - 49;  19 - 23;  12 - 31;  20 - 26;  16 - 27;  16 - 32;  24 - 26;  15 - 33;  26 - 17;  15 - 27;  10 - 34;  18 - 27;  27 - 15;  31 - 16;  24 - 25;  7 - 35;  17 - 25; 
 28 - 19;  18 - 27;  37 - 13;  17 - 28;  24 - 18;  35 - 12;  38 - 11;  37 - 5;  27 - 15;  18 - 24;  29 - 13;  13 - 37;  17 - 32;  27 - 15;  20 - 30;  19 - 27;  30 - 15;  26 - 16;  18 - 24;  33 - 10;  24 - 27;  17 - 28;  26 - 18;  20 - 29;  9 - 36;  14 - 35;  34 - 14;  4 - 38;  37 - 5;  35 - 8; 
 14 - 28;  18 - 30;  25 - 26;  33 - 12;  26 - 25;  13 - 29;  28 - 14;  23 - 26;  7 - 35;  30 - 14;  19 - 26;  36 - 9;  39 - 8;  30 - 12;  19 - 23;  8 - 34;  21 - 27;  27 - 24;  17 - 25;  28 - 16;  35 - 7;  8 - 40;  30 - 21;  21 - 25;  26 - 16;  27 - 15;  27 - 21;  4 - 39;  25 - 24;  33 - 13; 
 18 - 24;  25 - 26;  24 - 18;  39 - 3;  20 - 29;  16 - 30;  25 - 17;  27 - 22;  25 - 18;  40 - 11;  2 - 44;  8 - 35;  26 - 25;  23 - 22;  14 - 34;  5 - 37;  28 - 16;  34 - 15;  12 - 33;  34 - 13;  16 - 26;  8 - 34;  3 - 39;  27 - 24;  8 - 42;  29 - 13;  26 - 16;  2 - 43;  23 - 26;  12 - 37; 
 27 - 16;  23 - 23;  15 - 29;  28 - 23;  38 - 4;  24 - 25;  23 - 19;  13 - 31;  24 - 20;  19 - 23;  14 - 34;  29 - 16;  14 - 28;  15 - 36;  25 - 17;  24 - 18;  32 - 16;  25 - 17;  39 - 7;  20 - 31;  18 - 25;  16 - 26;  28 - 23;  33 - 18;  18 - 24;  29 - 19;  6 - 36;  34 - 17;  27 - 15;  30 - 13; 
 42 - 9;  17 - 25;  20 - 25;  24 - 19;  37 - 5;  33 - 15;  29 - 17;  26 - 16;  27 - 15;  45 - 5;  41 - 7;  27 - 15;  30 - 13;  11 - 31;  15 - 27;  34 - 8;  13 - 29;  23 - 27;  36 - 6;  27 - 15;  34 - 13;  4 - 41;  20 - 28;  28 - 14;  17 - 25;  29 - 16;  29 - 13;  18 - 25;  9 - 33;  41 - 1; 
 20 - 24;  18 - 24;  22 - 26;  9 - 39;  28 - 18;  10 - 34;  34 - 8;  27 - 15;  34 - 15;  30 - 12;  26 - 17;  33 - 15;  29 - 16;  18 - 24;  28 - 20;  9 - 37;  26 - 23;  9 - 35;  3 - 39;  27 - 18;  27 - 15;  28 - 19;  14 - 35;  35 - 13;  25 - 17;  19 - 31;  27 - 17;  33 - 14;  26 - 22;  17 - 25; 
 21 - 23;  18 - 31;  38 - 6;  31 - 15;  19 - 26;  8 - 34;  29 - 13;  9 - 34;  37 - 9;  15 - 31;  7 - 36;  31 - 19;  29 - 14;  34 - 16;  29 - 18;  46 - 5;  17 - 25;  23 - 21;  31 - 11;  36 - 7;  22 - 24;  18 - 24;  41 - 5;  38 - 8;  15 - 32;  9 - 33;  18 - 28;  4 - 38;  15 - 32;  16 - 28; 
 33 - 13;  34 - 12;  32 - 17;  18 - 27;  26 - 17;  37 - 14;  35 - 13;  31 - 18;  26 - 24;  18 - 25;  21 - 23;  36 - 15;  4 - 39;  34 - 17;  31 - 15;  33 - 16;  38 - 4;  16 - 34;  28 - 19;  15 - 34;  30 - 16;  28 - 15;  27 - 15;  29 - 14;  19 - 24;  12 - 30;  31 - 17;  21 - 30;  20 - 22;  34 - 13; 
 40 - 9;  31 - 17;  3 - 39;  16 - 33;  9 - 35;  16 - 26;  20 - 29;  33 - 12;  40 - 3;  22 - 28;  29 - 17;  27 - 15;  27 - 15;  27 - 15;  19 - 23;  28 - 14;  33 - 12;  20 - 24;  17 - 25;  17 - 25;  15 - 36;  27 - 16;  21 - 25;  31 - 18;  42 - 8;  36 - 13;  38 - 5;  28 - 23;  36 - 7;  41 - 6; 
 25 - 17;  38 - 9;  36 - 15;  31 - 18;  23 - 25;  24 - 18;  30 - 12;  17 - 25;  25 - 17;  37 - 5;  20 - 22;  17 - 25;  25 - 25;  31 - 11;  15 - 27;  25 - 20;  16 - 26;  27 - 15;  15 - 31;  30 - 16;  23 - 19;  39 - 5;  27 - 15;  17 - 32;  41 - 7;  29 - 19;  18 - 25;  17 - 26;  7 - 35;  26 - 23; 
 35 - 8;  36 - 13;  19 - 26;  31 - 11;  29 - 13;  37 - 10;  25 - 24;  27 - 15;  16 - 27;  30 - 15;  29 - 13;  35 - 15;  33 - 16;  18 - 24;  21 - 24;  16 - 26;  26 - 25;  29 - 13;  30 - 16;  29 - 16;  6 - 39;  34 - 8;  43 - 3;  29 - 14;  29 - 16;  16 - 28;  23 - 25;  14 - 33;  27 - 15;  22 - 28; 
 19 - 32;  29 - 13;  38 - 4;  16 - 26;  14 - 28;  15 - 27;  25 - 21;  38 - 5;  27 - 18;  21 - 27;  6 - 38;  23 - 21;  19 - 23;  35 - 7;  39 - 3;  22 - 25;  43 - 8;  27 - 21;  18 - 27;  15 - 31;  30 - 16;  14 - 28;  13 - 32;  13 - 37;  13 - 31;  14 - 28;  21 - 23;  26 - 18;  5 - 37;  39 - 9; 
 37 - 5;  16 - 35;  16 - 30;  32 - 15;  22 - 20;  24 - 18;  27 - 23;  38 - 5;  7 - 35;  27 - 21;  26 - 18;  26 - 16;  26 - 19;  47 - 4;  28 - 17;  17 - 34;  28 - 18;  8 - 35;  18 - 25;  37 - 5;  28 - 14;  16 - 27;  28 - 14;  27 - 15;  26 - 22;  29 - 18;  22 - 27;  24 - 24;  26 - 25;  29 - 19; 
 27 - 16;  33 - 15;  27 - 15;  27 - 18;  32 - 13;  4 - 38;  13 - 29;  31 - 14;  26 - 16;  15 - 27;  32 - 15;  37 - 5;  33 - 14;  29 - 17;  32 - 12;  24 - 25;  38 - 4;  18 - 24;  12 - 35;  28 - 23;  21 - 24;  27 - 24;  29 - 17;  14 - 28;  30 - 12;  25 - 17;  26 - 17;  15 - 27;  25 - 17;  24 - 18; 
 33 - 9;  36 - 6;  36 - 6;  34 - 12;  19 - 28;  19 - 24;  22 - 28;  9 - 33;  14 - 35;  24 - 23;  37 - 12;  27 - 17;  29 - 14;  18 - 24;  18 - 24;  27 - 18;  16 - 26;  17 - 28;  34 - 14;  6 - 43;  38 - 4;  10 - 35;  33 - 9;  46 - 3;  14 - 30;  29 - 13;  19 - 23;  16 - 35;  26 - 25;  31 - 14; 
 29 - 13;  24 - 23;  43 - 4;  35 - 13;  15 - 35;  18 - 33;  13 - 30;  18 - 26;  32 - 18;  23 - 28;  37 - 5;  36 - 13;  34 - 8;  25 - 18;  25 - 20;  26 - 16;  26 - 16;  16 - 31;  28 - 17;  25 - 17;  17 - 32;  18 - 24;  29 - 13;  37 - 12;  33 - 13;  9 - 33;  20 - 22;  14 - 28;  33 - 13;  37 - 5; 
 16 - 28;  37 - 5;  25 - 17;  27 - 24;  18 - 27;  37 - 5;  27 - 15;  44 - 5;  29 - 22;  27 - 15;  35 - 15;  23 - 27;  28 - 14;  13 - 29;  16 - 35;  40 - 7;  26 - 18;  18 - 28;  23 - 20;  19 - 23;  17 - 32;  30 - 14;  34 - 8;  6 - 36;  18 - 25;  43 - 8;  15 - 28;  25 - 20;  39 - 5;  16 - 26; 
 12 - 30;  27 - 17;  25 - 17;  26 - 16;  33 - 15;  45 - 4;  27 - 15;  33 - 14;  14 - 28;  7 - 36;  18 - 24;  29 - 13;  36 - 6;  28 - 14;  38 - 4;  28 - 14;  38 - 12;  30 - 17;  24 - 26;  34 - 9;  28 - 15;  46 - 5;  29 - 13;  8 - 43;  35 - 7;  34 - 8;  30 - 12;  5 - 37;  28 - 23;  35 - 7; 
 7 - 36;  35 - 7;  31 - 17;  19 - 23;  26 - 16;  16 - 34;  21 - 27;  32 - 10;  20 - 23;  28 - 15;  37 - 5;  38 - 6;  28 - 22;  44 - 1;  39 - 5;  7 - 35;  26 - 16;  38 - 4;  35 - 16;  27 - 20;  32 - 10;  26 - 20;  9 - 37;  29 - 19;  28 - 14;  25 - 17;  24 - 18;  27 - 15;  27 - 15;  36 - 6; 
 31 - 18;  10 - 32;  33 - 15;  17 - 25;  35 - 15;  19 - 23;  21 - 24;  29 - 15;  27 - 16;  38 - 5;  26 - 17;  35 - 7;  12 - 33;  28 - 16;  19 - 26;  26 - 16;  39 - 3;  32 - 17;  27 - 15;  16 - 33;  27 - 16;  20 - 27;  16 - 26;  12 - 33;  23 - 19;  45 - 6;  37 - 5;  20 - 26;  7 - 35;  17 - 32; 
 23 - 27;  25 - 21;  42 - 9;  33 - 17;  36 - 6;  26 - 23;  26 - 22;  19 - 23;  35 - 7;  35 - 10;  18 - 24;  6 - 45;  34 - 8;  16 - 26;  43 - 3;  39 - 4;  20 - 26;  17 - 27;  30 - 15;  34 - 8;  15 - 28;  18 - 33;  23 - 26;  6 - 36;  24 - 18;  47 - 2;  15 - 30;  13 - 36;  43 - 6;  33 - 12; 
 36 - 6;  14 - 31;  20 - 28;  37 - 5;  10 - 37;  29 - 18;  32 - 20;  34 - 16;  36 - 6;  16 - 34;  26 - 24;  33 - 12;  35 - 14;  17 - 34;  26 - 16;  27 - 15;  31 - 11;  27 - 15;  17 - 25;  21 - 28;  34 - 13;  20 - 31;  11 - 34;  21 - 28;  18 - 29;  24 - 27;  30 - 17;  9 - 40;  33 - 14;  20 - 22; 
 16 - 26;  34 - 8;  25 - 25;  40 - 6;  24 - 19;  34 - 12;  26 - 16;  27 - 15;  25 - 22;  19 - 23;  9 - 35;  28 - 14;  24 - 27;  16 - 26;  17 - 25;  16 - 26;  26 - 23;  28 - 14;  18 - 24;  24 - 19;  17 - 29;  31 - 16;  13 - 29;  23 - 24;  21 - 27;  25 - 26;  31 - 11;  35 - 13;  40 - 5;  40 - 5; 
 24 - 27;  30 - 14;  37 - 5;  17 - 25;  27 - 15;  33 - 9;  20 - 24;  34 - 13;  49 - 2;  40 - 6;  35 - 13;  13 - 29;  38 - 4;  34 - 8;  38 - 4;  26 - 16;  15 - 27;  17 - 25;  22 - 20;  24 - 24;  27 - 15;  23 - 23;  40 - 2;  25 - 18;  46 - 3;  21 - 26;  31 - 20;  25 - 17;  38 - 4;  30 - 16; 
