 12 - 39;  16 - 31;  19 - 27;  2 - 40;  12 - 33;  11 - 31;  1 - 42;  3 - 40;  2 - 46;  3 - 43;  22 - 26;  30 - 17;  3 - 47;  3 - 39;  3 - 39;  1 - 45;  13 - 29;  1 - 41;  3 - 41;  2 - 42;  14 - 29;  0 - 51;  5 - 41;  4 - 38;  4 - 42;  2 - 42;  4 - 40;  2 - 40;  1 - 41;  2 - 48; 
 1 - 47;  5 - 37;  42 - 3;  2 - 44;  13 - 37;  1 - 43;  5 - 42;  4 - 40;  11 - 34;  2 - 41;  12 - 32;  15 - 27;  2 - 43;  14 - 28;  13 - 32;  12 - 31;  1 - 41;  0 - 51;  12 - 34;  14 - 29;  11 - 34;  1 - 43;  4 - 38;  13 - 29;  10 - 32;  15 - 33;  13 - 38;  13 - 37;  5 - 37;  22 - 20; 
 1 - 48;  11 - 40;  12 - 39;  21 - 25;  1 - 41;  1 - 49;  3 - 42;  1 - 41;  13 - 30;  13 - 36;  2 - 40;  1 - 41;  0 - 46;  0 - 50;  1 - 49;  4 - 39;  12 - 39;  2 - 46;  12 - 33;  6 - 36;  1 - 48;  4 - 38;  1 - 42;  27 - 15;  5 - 42;  13 - 32;  1 - 41;  10 - 40;  12 - 34;  1 - 43; 
 3 - 39;  1 - 41;  0 - 42;  6 - 36;  1 - 41;  1 - 41;  22 - 23;  3 - 39;  10 - 36;  2 - 40;  4 - 39;  3 - 44;  1 - 46;  2 - 40;  7 - 35;  1 - 41;  0 - 50;  1 - 41;  1 - 43;  4 - 38;  4 - 38;  2 - 40;  0 - 50;  3 - 40;  3 - 42;  14 - 28;  38 - 5;  24 - 18;  11 - 31;  3 - 39; 
 1 - 50;  1 - 41;  40 - 4;  10 - 38;  21 - 29;  2 - 45;  2 - 46;  11 - 40;  12 - 39;  2 - 49;  2 - 48;  2 - 45;  0 - 42;  0 - 42;  23 - 28;  2 - 43;  23 - 27;  0 - 45;  11 - 38;  2 - 48;  0 - 42;  5 - 44;  1 - 41;  23 - 19;  3 - 48;  26 - 16;  14 - 37;  16 - 35;  5 - 45;  2 - 40; 
 2 - 41;  22 - 24;  32 - 11;  16 - 31;  31 - 15;  18 - 24;  2 - 40;  1 - 41;  1 - 41;  12 - 38;  14 - 37;  16 - 26;  1 - 41;  0 - 42;  1 - 46;  2 - 40;  11 - 31;  9 - 33;  27 - 16;  1 - 41;  2 - 40;  12 - 30;  11 - 31;  3 - 45;  11 - 31;  28 - 23;  12 - 36;  5 - 39;  11 - 33;  11 - 38; 
 2 - 40;  19 - 23;  32 - 14;  27 - 24;  14 - 36;  13 - 37;  29 - 17;  37 - 8;  37 - 5;  7 - 43;  22 - 21;  37 - 14;  30 - 19;  26 - 18;  29 - 16;  25 - 26;  18 - 33;  22 - 20;  18 - 33;  18 - 25;  22 - 28;  34 - 15;  0 - 42;  5 - 37;  3 - 41;  11 - 36;  2 - 40;  13 - 37;  16 - 26;  34 - 16; 
 26 - 25;  29 - 13;  19 - 26;  17 - 30;  21 - 26;  38 - 4;  40 - 2;  30 - 15;  27 - 21;  19 - 29;  13 - 33;  27 - 16;  18 - 24;  8 - 41;  31 - 16;  39 - 10;  26 - 25;  23 - 22;  32 - 19;  29 - 13;  37 - 10;  41 - 3;  14 - 35;  0 - 51;  2 - 48;  10 - 37;  3 - 39;  2 - 43;  12 - 37;  3 - 39; 
 37 - 5;  21 - 26;  22 - 20;  27 - 15;  39 - 3;  15 - 30;  34 - 14;  18 - 24;  29 - 20;  19 - 23;  21 - 23;  28 - 18;  9 - 37;  6 - 41;  43 - 7;  35 - 16;  29 - 13;  16 - 27;  26 - 17;  15 - 27;  37 - 10;  38 - 6;  27 - 15;  7 - 37;  21 - 25;  13 - 35;  2 - 42;  16 - 26;  13 - 33;  1 - 49; 
 18 - 29;  21 - 23;  23 - 19;  16 - 26;  39 - 6;  1 - 46;  37 - 5;  17 - 25;  24 - 18;  17 - 26;  6 - 39;  24 - 26;  25 - 17;  15 - 27;  38 - 5;  5 - 37;  15 - 34;  26 - 16;  29 - 22;  5 - 37;  38 - 11;  28 - 15;  20 - 24;  0 - 42;  2 - 41;  0 - 48;  3 - 47;  1 - 41;  12 - 30;  3 - 39; 
 19 - 27;  27 - 15;  35 - 7;  2 - 40;  19 - 23;  22 - 23;  23 - 27;  7 - 39;  41 - 4;  32 - 19;  15 - 27;  15 - 27;  14 - 33;  34 - 8;  17 - 25;  28 - 15;  18 - 24;  15 - 36;  4 - 45;  14 - 33;  19 - 23;  16 - 26;  12 - 30;  12 - 37;  13 - 29;  23 - 19;  18 - 24;  4 - 38;  7 - 44;  21 - 23; 
 27 - 15;  28 - 14;  28 - 14;  25 - 25;  8 - 40;  31 - 18;  18 - 24;  23 - 19;  37 - 12;  4 - 38;  28 - 18;  18 - 24;  12 - 35;  27 - 24;  14 - 28;  25 - 19;  8 - 34;  14 - 36;  21 - 21;  36 - 15;  18 - 28;  17 - 26;  12 - 34;  12 - 30;  33 - 14;  12 - 37;  35 - 7;  4 - 38;  27 - 15;  13 - 30; 
 10 - 32;  28 - 18;  15 - 30;  15 - 35;  31 - 15;  35 - 15;  29 - 14;  17 - 25;  39 - 3;  17 - 25;  15 - 27;  29 - 19;  45 - 3;  27 - 18;  32 - 16;  31 - 19;  26 - 24;  35 - 8;  40 - 2;  36 - 6;  13 - 30;  28 - 14;  15 - 27;  5 - 37;  0 - 51;  10 - 37;  21 - 21;  1 - 45;  26 - 16;  6 - 36; 
 18 - 25;  6 - 36;  27 - 15;  24 - 18;  23 - 19;  38 - 4;  23 - 19;  33 - 16;  44 - 3;  25 - 17;  25 - 17;  38 - 7;  17 - 31;  41 - 5;  36 - 13;  36 - 14;  19 - 24;  29 - 13;  25 - 18;  26 - 24;  7 - 36;  26 - 19;  12 - 38;  1 - 45;  13 - 33;  22 - 23;  4 - 38;  13 - 34;  3 - 43;  3 - 42; 
 21 - 22;  48 - 3;  31 - 14;  16 - 35;  32 - 12;  37 - 6;  31 - 12;  24 - 24;  41 - 5;  36 - 7;  37 - 5;  16 - 26;  28 - 14;  19 - 27;  39 - 6;  16 - 26;  27 - 15;  41 - 4;  46 - 5;  29 - 16;  7 - 37;  20 - 22;  1 - 45;  3 - 40;  12 - 30;  21 - 23;  26 - 16;  26 - 16;  36 - 15;  4 - 38; 
 27 - 15;  35 - 15;  29 - 21;  18 - 25;  17 - 31;  16 - 26;  14 - 28;  16 - 26;  35 - 14;  24 - 18;  28 - 14;  26 - 16;  17 - 34;  20 - 22;  27 - 15;  30 - 17;  30 - 12;  27 - 15;  38 - 13;  17 - 29;  28 - 18;  30 - 19;  6 - 40;  13 - 30;  15 - 30;  9 - 35;  7 - 43;  32 - 17;  2 - 42;  17 - 33; 
 34 - 12;  16 - 26;  26 - 16;  16 - 26;  27 - 15;  29 - 15;  26 - 25;  37 - 5;  17 - 25;  23 - 19;  26 - 16;  41 - 3;  26 - 16;  37 - 12;  16 - 31;  33 - 16;  30 - 13;  20 - 27;  17 - 27;  34 - 14;  26 - 16;  22 - 20;  13 - 30;  17 - 25;  41 - 6;  23 - 19;  33 - 13;  13 - 37;  21 - 23;  4 - 43; 
 38 - 7;  25 - 17;  16 - 26;  31 - 19;  22 - 20;  38 - 7;  17 - 27;  28 - 14;  19 - 27;  45 - 5;  42 - 8;  6 - 38;  19 - 28;  30 - 14;  40 - 8;  36 - 13;  34 - 12;  28 - 14;  17 - 25;  34 - 17;  29 - 21;  29 - 18;  17 - 28;  15 - 28;  2 - 40;  1 - 41;  4 - 44;  2 - 40;  3 - 39;  3 - 45; 
