 3 - 39;  12 - 30;  0 - 51;  2 - 46;  12 - 30;  22 - 21;  12 - 34;  2 - 41;  3 - 48;  19 - 23;  1 - 43;  14 - 36;  3 - 43;  14 - 37;  20 - 24;  1 - 44;  0 - 43;  1 - 44;  2 - 40;  11 - 36;  0 - 43;  20 - 29;  4 - 44;  2 - 47;  12 - 38;  4 - 38;  1 - 45;  1 - 45;  14 - 34;  0 - 42; 
 1 - 44;  11 - 40;  0 - 42;  0 - 46;  22 - 20;  21 - 29;  3 - 44;  2 - 49;  1 - 41;  11 - 32;  0 - 42;  1 - 48;  1 - 44;  3 - 39;  1 - 48;  2 - 40;  23 - 19;  1 - 42;  12 - 31;  1 - 46;  1 - 42;  13 - 29;  1 - 41;  10 - 32;  4 - 38;  0 - 42;  10 - 37;  1 - 50;  2 - 42;  3 - 41; 
 12 - 30;  14 - 36;  2 - 41;  24 - 18;  13 - 34;  14 - 31;  0 - 46;  1 - 41;  18 - 24;  2 - 40;  2 - 49;  2 - 47;  0 - 42;  1 - 49;  1 - 43;  13 - 29;  12 - 35;  22 - 20;  20 - 22;  3 - 39;  12 - 38;  3 - 39;  1 - 41;  13 - 33;  11 - 36;  1 - 45;  7 - 38;  3 - 39;  21 - 29;  12 - 39; 
 11 - 40;  1 - 50;  1 - 48;  11 - 31;  11 - 34;  1 - 43;  15 - 35;  16 - 28;  11 - 31;  0 - 51;  0 - 42;  3 - 48;  1 - 41;  5 - 40;  15 - 27;  1 - 41;  1 - 41;  5 - 37;  2 - 48;  2 - 48;  13 - 36;  10 - 36;  1 - 46;  16 - 35;  1 - 41;  2 - 40;  4 - 47;  3 - 43;  11 - 31;  12 - 30; 
 23 - 19;  12 - 38;  3 - 39;  1 - 41;  15 - 27;  2 - 40;  20 - 22;  11 - 39;  12 - 31;  12 - 39;  4 - 38;  4 - 38;  21 - 22;  20 - 22;  3 - 48;  2 - 40;  11 - 38;  1 - 47;  20 - 27;  2 - 48;  3 - 39;  11 - 31;  13 - 29;  12 - 36;  3 - 42;  0 - 47;  3 - 44;  4 - 38;  3 - 44;  13 - 29; 
 20 - 24;  18 - 30;  13 - 36;  1 - 46;  21 - 21;  0 - 42;  2 - 48;  11 - 38;  0 - 48;  4 - 38;  1 - 41;  22 - 23;  1 - 45;  11 - 31;  3 - 39;  12 - 30;  2 - 43;  22 - 28;  15 - 27;  22 - 25;  0 - 48;  44 - 6;  17 - 29;  23 - 19;  6 - 36;  23 - 19;  12 - 30;  13 - 29;  13 - 37;  1 - 46; 
 3 - 40;  13 - 37;  0 - 45;  13 - 29;  1 - 41;  1 - 45;  11 - 34;  1 - 41;  16 - 32;  12 - 36;  0 - 47;  15 - 33;  2 - 47;  11 - 35;  1 - 45;  21 - 30;  17 - 25;  12 - 30;  4 - 38;  3 - 44;  13 - 29;  1 - 41;  15 - 27;  12 - 39;  16 - 32;  26 - 23;  13 - 34;  22 - 22;  13 - 29;  2 - 40; 
 33 - 17;  13 - 29;  2 - 43;  3 - 41;  0 - 43;  11 - 31;  20 - 29;  14 - 29;  2 - 46;  5 - 41;  1 - 44;  2 - 41;  0 - 42;  12 - 35;  5 - 37;  2 - 47;  1 - 41;  0 - 47;  3 - 39;  4 - 38;  1 - 49;  25 - 22;  1 - 48;  3 - 39;  11 - 31;  21 - 25;  1 - 41;  1 - 45;  21 - 21;  12 - 35; 
 24 - 19;  6 - 36;  1 - 41;  2 - 46;  4 - 39;  7 - 35;  2 - 48;  1 - 46;  23 - 26;  25 - 18;  22 - 28;  13 - 38;  11 - 40;  5 - 40;  12 - 39;  13 - 36;  1 - 41;  1 - 48;  1 - 45;  3 - 39;  3 - 39;  17 - 25;  4 - 38;  2 - 44;  24 - 18;  21 - 25;  24 - 18;  13 - 31;  3 - 43;  2 - 47; 
 24 - 18;  11 - 31;  27 - 15;  33 - 9;  20 - 24;  5 - 44;  2 - 47;  10 - 38;  17 - 32;  0 - 47;  11 - 40;  7 - 43;  3 - 39;  0 - 42;  10 - 39;  3 - 39;  11 - 36;  2 - 46;  8 - 34;  7 - 41;  16 - 26;  2 - 46;  2 - 41;  1 - 41;  24 - 25;  2 - 45;  13 - 38;  3 - 46;  32 - 15;  33 - 17; 
 16 - 32;  15 - 29;  3 - 47;  15 - 30;  1 - 42;  12 - 39;  13 - 29;  8 - 38;  1 - 41;  14 - 35;  13 - 36;  3 - 39;  23 - 27;  21 - 21;  24 - 23;  4 - 38;  4 - 39;  24 - 21;  5 - 41;  22 - 27;  13 - 29;  14 - 31;  18 - 25;  15 - 27;  26 - 21;  12 - 31;  9 - 36;  1 - 41;  1 - 41;  13 - 29; 
 19 - 23;  22 - 26;  8 - 41;  4 - 39;  0 - 42;  5 - 37;  14 - 32;  15 - 30;  25 - 20;  33 - 13;  11 - 32;  19 - 32;  13 - 37;  11 - 35;  1 - 41;  2 - 40;  24 - 18;  11 - 37;  14 - 28;  8 - 38;  14 - 29;  14 - 28;  4 - 43;  23 - 24;  22 - 29;  23 - 19;  28 - 17;  2 - 45;  19 - 32;  16 - 26; 
 26 - 16;  16 - 28;  21 - 30;  24 - 18;  3 - 39;  7 - 37;  14 - 36;  22 - 28;  17 - 25;  12 - 30;  14 - 30;  11 - 36;  4 - 38;  25 - 17;  13 - 31;  12 - 38;  11 - 31;  14 - 30;  23 - 26;  13 - 37;  1 - 47;  25 - 22;  5 - 38;  12 - 31;  17 - 31;  13 - 37;  17 - 30;  20 - 25;  1 - 48;  17 - 29; 
 15 - 27;  13 - 38;  24 - 27;  23 - 19;  15 - 27;  11 - 31;  17 - 26;  4 - 44;  3 - 39;  24 - 26;  18 - 33;  5 - 37;  12 - 38;  34 - 17;  25 - 17;  0 - 43;  4 - 38;  3 - 39;  24 - 19;  11 - 40;  4 - 38;  15 - 30;  22 - 24;  2 - 44;  12 - 30;  7 - 36;  1 - 50;  12 - 36;  2 - 40;  30 - 12; 
 7 - 35;  23 - 27;  6 - 41;  21 - 26;  36 - 6;  5 - 37;  11 - 38;  25 - 18;  13 - 33;  12 - 36;  15 - 36;  31 - 18;  16 - 26;  17 - 26;  3 - 45;  13 - 35;  14 - 28;  37 - 12;  14 - 28;  30 - 21;  22 - 28;  5 - 37;  12 - 39;  23 - 19;  23 - 23;  27 - 15;  21 - 28;  3 - 42;  12 - 38;  16 - 35; 
 22 - 20;  17 - 28;  4 - 40;  6 - 39;  20 - 28;  25 - 18;  24 - 18;  25 - 17;  15 - 28;  8 - 34;  26 - 16;  42 - 5;  19 - 23;  17 - 25;  33 - 10;  32 - 10;  35 - 11;  6 - 39;  15 - 34;  25 - 24;  16 - 29;  14 - 28;  19 - 23;  24 - 18;  23 - 19;  3 - 39;  15 - 27;  15 - 33;  2 - 45;  7 - 38; 
