 7 - 41;  4 - 41;  1 - 42;  16 - 26;  13 - 38;  2 - 48;  12 - 38;  1 - 46;  12 - 39;  2 - 46;  3 - 39;  0 - 44;  23 - 28;  0 - 48;  21 - 21;  2 - 47;  3 - 41;  1 - 46;  0 - 49;  21 - 28;  10 - 40;  11 - 40;  3 - 42;  2 - 40;  1 - 46;  4 - 44;  11 - 31;  13 - 34;  21 - 27;  21 - 21; 
 0 - 51;  2 - 40;  14 - 28;  12 - 35;  12 - 38;  37 - 12;  1 - 44;  12 - 30;  1 - 41;  4 - 42;  2 - 40;  2 - 44;  11 - 34;  5 - 38;  2 - 45;  2 - 40;  1 - 41;  1 - 41;  0 - 43;  2 - 42;  14 - 37;  0 - 50;  3 - 39;  2 - 42;  11 - 37;  3 - 47;  2 - 40;  12 - 39;  29 - 18;  0 - 43; 
 2 - 40;  2 - 40;  11 - 31;  15 - 27;  17 - 26;  23 - 19;  14 - 37;  0 - 42;  0 - 48;  3 - 40;  12 - 30;  17 - 25;  25 - 24;  1 - 41;  0 - 42;  1 - 50;  12 - 33;  12 - 31;  27 - 23;  9 - 35;  11 - 31;  2 - 46;  10 - 35;  1 - 45;  10 - 32;  2 - 40;  7 - 35;  3 - 39;  1 - 41;  2 - 46; 
 11 - 31;  0 - 42;  2 - 45;  11 - 39;  17 - 33;  10 - 32;  6 - 36;  3 - 39;  1 - 41;  3 - 45;  10 - 40;  0 - 49;  1 - 47;  1 - 42;  0 - 50;  2 - 41;  1 - 41;  4 - 43;  2 - 40;  12 - 30;  12 - 33;  0 - 45;  11 - 38;  1 - 41;  5 - 38;  4 - 39;  2 - 40;  25 - 24;  0 - 51;  20 - 31; 
 2 - 43;  10 - 38;  17 - 25;  1 - 41;  10 - 33;  10 - 32;  37 - 8;  3 - 39;  2 - 49;  2 - 43;  10 - 34;  0 - 42;  1 - 41;  1 - 41;  10 - 36;  3 - 44;  0 - 44;  10 - 32;  12 - 32;  0 - 44;  2 - 40;  1 - 41;  10 - 36;  2 - 47;  0 - 42;  1 - 43;  6 - 39;  0 - 44;  12 - 39;  2 - 40; 
 28 - 14;  1 - 46;  44 - 5;  0 - 42;  2 - 40;  29 - 21;  1 - 41;  1 - 46;  11 - 33;  8 - 35;  15 - 31;  10 - 32;  1 - 43;  11 - 40;  1 - 45;  0 - 46;  24 - 26;  2 - 40;  10 - 37;  3 - 39;  1 - 48;  3 - 46;  2 - 40;  0 - 44;  30 - 13;  22 - 21;  7 - 35;  36 - 8;  28 - 14;  0 - 42; 
 26 - 16;  2 - 43;  22 - 25;  29 - 13;  18 - 28;  38 - 4;  27 - 15;  27 - 15;  27 - 15;  38 - 4;  18 - 29;  9 - 33;  29 - 13;  9 - 40;  41 - 1;  27 - 22;  18 - 27;  27 - 15;  34 - 10;  23 - 24;  4 - 47;  29 - 15;  29 - 15;  14 - 33;  31 - 15;  37 - 7;  50 - 0;  20 - 22;  27 - 15;  28 - 15; 
 20 - 23;  25 - 25;  39 - 5;  32 - 16;  27 - 15;  29 - 15;  22 - 27;  26 - 16;  25 - 24;  14 - 37;  45 - 2;  31 - 11;  30 - 12;  26 - 22;  39 - 12;  6 - 38;  16 - 34;  15 - 27;  29 - 13;  18 - 24;  36 - 11;  12 - 33;  23 - 19;  29 - 22;  29 - 22;  3 - 48;  35 - 13;  12 - 30;  13 - 34;  22 - 20; 
 37 - 13;  39 - 4;  31 - 15;  19 - 29;  28 - 17;  14 - 28;  41 - 7;  29 - 13;  32 - 10;  40 - 3;  34 - 12;  39 - 4;  44 - 3;  23 - 22;  37 - 5;  18 - 24;  40 - 2;  40 - 3;  43 - 6;  39 - 3;  21 - 24;  37 - 13;  27 - 15;  30 - 16;  2 - 43;  36 - 12;  26 - 16;  12 - 30;  37 - 5;  14 - 28; 
 40 - 7;  25 - 17;  40 - 12;  29 - 17;  29 - 13;  17 - 25;  37 - 7;  45 - 2;  26 - 16;  28 - 14;  35 - 14;  38 - 9;  29 - 15;  44 - 4;  41 - 5;  8 - 38;  28 - 14;  37 - 10;  32 - 14;  37 - 5;  23 - 19;  28 - 17;  12 - 30;  13 - 37;  29 - 13;  45 - 5;  13 - 33;  32 - 12;  27 - 15;  19 - 28; 
