 3 - 48;  12 - 30;  12 - 39;  3 - 44;  14 - 28;  12 - 30;  12 - 36;  4 - 47;  7 - 44;  11 - 38;  1 - 42;  1 - 41;  1 - 48;  14 - 28;  7 - 35;  2 - 43;  3 - 46;  2 - 44;  3 - 39;  2 - 40;  0 - 43;  3 - 41;  2 - 47;  2 - 40;  3 - 39;  3 - 40;  2 - 46;  14 - 32;  1 - 45;  1 - 42; 
 13 - 30;  13 - 35;  3 - 46;  3 - 44;  6 - 36;  13 - 33;  2 - 44;  0 - 42;  12 - 30;  3 - 39;  3 - 39;  13 - 29;  13 - 37;  10 - 33;  5 - 37;  12 - 39;  1 - 41;  11 - 38;  1 - 45;  2 - 40;  12 - 34;  4 - 38;  2 - 40;  13 - 34;  3 - 39;  1 - 41;  1 - 41;  0 - 42;  11 - 31;  1 - 49; 
 2 - 40;  7 - 35;  4 - 38;  2 - 47;  15 - 27;  11 - 33;  0 - 42;  26 - 24;  2 - 42;  12 - 36;  13 - 32;  3 - 45;  15 - 27;  1 - 41;  5 - 37;  2 - 44;  11 - 36;  11 - 31;  3 - 39;  1 - 41;  11 - 35;  12 - 33;  2 - 40;  3 - 39;  13 - 38;  10 - 41;  1 - 48;  11 - 38;  0 - 47;  14 - 36; 
 30 - 15;  20 - 22;  38 - 6;  3 - 40;  15 - 36;  35 - 16;  12 - 30;  25 - 24;  11 - 37;  1 - 49;  12 - 30;  11 - 37;  1 - 41;  26 - 16;  27 - 17;  22 - 28;  36 - 13;  2 - 40;  17 - 29;  5 - 46;  3 - 39;  0 - 45;  20 - 22;  26 - 18;  5 - 37;  25 - 17;  6 - 36;  18 - 24;  33 - 13;  18 - 30; 
 18 - 24;  36 - 6;  19 - 28;  9 - 33;  29 - 13;  20 - 30;  19 - 24;  15 - 29;  3 - 46;  11 - 39;  8 - 34;  14 - 37;  28 - 14;  14 - 35;  25 - 21;  20 - 22;  27 - 24;  25 - 17;  28 - 17;  14 - 28;  28 - 19;  14 - 28;  27 - 21;  9 - 33;  2 - 40;  10 - 34;  22 - 20;  22 - 22;  16 - 26;  13 - 29; 
 27 - 19;  21 - 29;  28 - 14;  25 - 23;  36 - 7;  15 - 27;  23 - 27;  7 - 36;  17 - 25;  19 - 24;  17 - 25;  13 - 29;  16 - 26;  12 - 39;  25 - 26;  6 - 42;  27 - 24;  21 - 30;  25 - 21;  5 - 37;  15 - 31;  34 - 14;  20 - 23;  18 - 24;  3 - 43;  29 - 18;  11 - 37;  2 - 40;  17 - 25;  6 - 45; 
 29 - 15;  14 - 28;  16 - 26;  6 - 36;  17 - 25;  17 - 25;  37 - 10;  23 - 19;  6 - 41;  30 - 16;  26 - 16;  4 - 38;  33 - 9;  18 - 32;  32 - 20;  4 - 42;  41 - 8;  15 - 27;  21 - 21;  14 - 28;  15 - 34;  32 - 17;  1 - 45;  3 - 41;  14 - 28;  15 - 31;  15 - 36;  19 - 23;  3 - 39;  14 - 35; 
 15 - 28;  18 - 24;  16 - 26;  42 - 4;  16 - 34;  37 - 5;  27 - 17;  37 - 5;  5 - 37;  16 - 26;  16 - 34;  14 - 29;  17 - 25;  7 - 38;  25 - 22;  22 - 21;  21 - 26;  10 - 35;  27 - 15;  20 - 22;  23 - 27;  28 - 18;  23 - 28;  4 - 46;  26 - 16;  13 - 32;  13 - 36;  13 - 36;  6 - 36;  12 - 30; 
 26 - 20;  16 - 30;  16 - 29;  27 - 15;  29 - 17;  24 - 24;  26 - 18;  26 - 21;  5 - 37;  17 - 26;  16 - 26;  18 - 27;  17 - 29;  13 - 29;  39 - 4;  17 - 29;  3 - 39;  22 - 22;  15 - 27;  36 - 14;  12 - 30;  26 - 25;  15 - 27;  15 - 35;  13 - 34;  15 - 28;  17 - 33;  15 - 27;  27 - 20;  30 - 15; 
 32 - 17;  35 - 9;  33 - 18;  39 - 3;  18 - 27;  26 - 17;  18 - 24;  5 - 42;  4 - 38;  18 - 30;  27 - 15;  26 - 21;  21 - 21;  37 - 5;  26 - 25;  5 - 38;  14 - 28;  35 - 12;  14 - 33;  34 - 8;  33 - 11;  17 - 28;  3 - 39;  12 - 32;  21 - 28;  16 - 26;  3 - 39;  2 - 43;  19 - 27;  25 - 25; 
 22 - 26;  17 - 32;  16 - 34;  17 - 25;  17 - 25;  26 - 16;  33 - 16;  25 - 18;  35 - 13;  29 - 15;  13 - 29;  5 - 44;  12 - 34;  33 - 9;  14 - 35;  28 - 15;  23 - 24;  25 - 19;  24 - 18;  19 - 26;  33 - 17;  33 - 18;  21 - 22;  22 - 28;  2 - 43;  35 - 13;  12 - 34;  15 - 35;  2 - 40;  14 - 28; 
